TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.mail.resolver.DataSourceFileResolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.90625,118,105
